ID,target
ed4c7471eac7e8c6e6718364c2b6e75462eeb47c_1,5.731884316225777e+129
ed4c7471eac7e8c6e6718364c2b6e75462eeb47c_2,6.335965538818206e+128
ed4c7471eac7e8c6e6718364c2b6e75462eeb47c_3,1.4748007892760094e+101
26b2c4f6281482cccf1e748ef388f1649ecf1c8b_1,7.861355082745745e+37
26b2c4f6281482cccf1e748ef388f1649ecf1c8b_2,5.414950583184694e+30
26b2c4f6281482cccf1e748ef388f1649ecf1c8b_3,3.531410543872313e+18
00aad36ebc04aaa761df219c1b48d1e6162d28bb_1,5.0830525915384685e+64
00aad36ebc04aaa761df219c1b48d1e6162d28bb_2,2.243897639945333e+68
00aad36ebc04aaa761df219c1b48d1e6162d28bb_3,5.243387794929908e+50
8281636e7d162c92c1a3c1f9e40afb05d39a02f9_1,3.156082217325868e+81
8281636e7d162c92c1a3c1f9e40afb05d39a02f9_2,2.401835935900074e+49
8281636e7d162c92c1a3c1f9e40afb05d39a02f9_3,3.836489215623281e+27
b76f8505700409a198fe69fb33e5d6cc01166c9b_1,3.250426245277284e+40
b76f8505700409a198fe69fb33e5d6cc01166c9b_2,6.41918162261478e+35
b76f8505700409a198fe69fb33e5d6cc01166c9b_3,5.8535312680893055e+23
a8ce49b5f39dd7d449ae81dc9aa273bd0a4fd2d1_1,1.3994157217476126e+39
a8ce49b5f39dd7d449ae81dc9aa273bd0a4fd2d1_2,2.5730428752357738e+36
a8ce49b5f39dd7d449ae81dc9aa273bd0a4fd2d1_3,2.7155886906565937e+29
1f8b7a2b42d4cdf5eef70f75fb86a34d514d2747_1,inf
1f8b7a2b42d4cdf5eef70f75fb86a34d514d2747_2,1.072208516278595e+258
1f8b7a2b42d4cdf5eef70f75fb86a34d514d2747_3,5.480218670292253e+211
70f3dd559074ecfc9d69ff64480bc8acae977e3a_1,1.8267263596034682e+230
70f3dd559074ecfc9d69ff64480bc8acae977e3a_2,4.485132633602225e+139
70f3dd559074ecfc9d69ff64480bc8acae977e3a_3,7.282686083495777e+102
acf55e5e42076082e261ab0e488a7712386e138d_1,1.3522615921540123e+64
acf55e5e42076082e261ab0e488a7712386e138d_2,1.7526934464876398e+50
acf55e5e42076082e261ab0e488a7712386e138d_3,1.0996539000363877e+34
e6cf8abcb70d4f86eb45325db709e4ce0d1eee69_1,6.738911686659216e+50
e6cf8abcb70d4f86eb45325db709e4ce0d1eee69_2,3.39157990455828e+39
e6cf8abcb70d4f86eb45325db709e4ce0d1eee69_3,8.565259988615706e+22
84d4e90b67c2b9902cff522be4eb121f637c17b5_1,2.136177597546441e+138
84d4e90b67c2b9902cff522be4eb121f637c17b5_2,2.039260836678856e+126
84d4e90b67c2b9902cff522be4eb121f637c17b5_3,2.247176595634764e+98
8b984e7acb3e36d916f107932401fd09b0869094_1,1.7187975940809798e+152
8b984e7acb3e36d916f107932401fd09b0869094_2,2.1003290140083552e+105
8b984e7acb3e36d916f107932401fd09b0869094_3,9.812039837698224e+56
4acea3b9918d0609d21f284c426d8b1365507fde_1,2.6490660391650072e+73
4acea3b9918d0609d21f284c426d8b1365507fde_2,2.83539925951668e+54
4acea3b9918d0609d21f284c426d8b1365507fde_3,1.9179468255737615e+30
be22ad28738620e21c588f20c2e07bec70867ebc_1,3.771060951831531e+55
be22ad28738620e21c588f20c2e07bec70867ebc_2,8.101537061177471e+43
be22ad28738620e21c588f20c2e07bec70867ebc_3,6.178042498570613e+30
0c9068989d967cda4004770952b0dd29030c76a9_1,2.193184643568377e+42
0c9068989d967cda4004770952b0dd29030c76a9_2,8.874499623556389e+34
0c9068989d967cda4004770952b0dd29030c76a9_3,1.530087187141864e+20
3102d7f320ebc6f0018df6096cc64dd47bf463a2_1,8.285372934816676e+38
3102d7f320ebc6f0018df6096cc64dd47bf463a2_2,9.817371120842475e+38
3102d7f320ebc6f0018df6096cc64dd47bf463a2_3,3.395713902352692e+27
84470a2c9a5617991a825c1379f02a7b96813423_1,5.0663870744677365e+149
84470a2c9a5617991a825c1379f02a7b96813423_2,3.0386732302276427e+72
84470a2c9a5617991a825c1379f02a7b96813423_3,1.9307011802850504e+34
f7878890e0b00d41f3b27606d956952b77eef9be_1,inf
f7878890e0b00d41f3b27606d956952b77eef9be_2,inf
f7878890e0b00d41f3b27606d956952b77eef9be_3,1.557431953710347e+181
072425c5e7547911bbf3053add3fcb59455d984d_1,1.6202551569039824e+67
072425c5e7547911bbf3053add3fcb59455d984d_2,2.862525085918011e+62
072425c5e7547911bbf3053add3fcb59455d984d_3,5.945805724708136e+55
47e2ddad081833a04642953aab6cb3cab70a46d8_1,1.9148071255961867e+64
47e2ddad081833a04642953aab6cb3cab70a46d8_2,9.196330026393852e+51
47e2ddad081833a04642953aab6cb3cab70a46d8_3,3.8048091814554336e+32
3d0e18048f5e237287726f7d31eb1bafa28d5fb0_1,6.372290995858604e+52
3d0e18048f5e237287726f7d31eb1bafa28d5fb0_2,1.568093116360893e+30
3d0e18048f5e237287726f7d31eb1bafa28d5fb0_3,3.2860498582720824e+16
3294ef409816564b54d9ded3ef3a3199a5d76f0b_1,1.3060120161399605e+67
3294ef409816564b54d9ded3ef3a3199a5d76f0b_2,7.309041613435142e+57
3294ef409816564b54d9ded3ef3a3199a5d76f0b_3,6.272430729387811e+36
010e8390df3fb21cb1167959a5a1391c6b785141_1,1.9005360875474257e+40
010e8390df3fb21cb1167959a5a1391c6b785141_2,2.559245993343063e+34
010e8390df3fb21cb1167959a5a1391c6b785141_3,5.3183181238994985e+25
abe7718fd3f483f567947abf63ddaf3eb16225f0_1,3.5988821991293e+52
abe7718fd3f483f567947abf63ddaf3eb16225f0_2,5.097346589567675e+38
abe7718fd3f483f567947abf63ddaf3eb16225f0_3,3.295833897277431e+23
16a1861630d55aee56bca64f31b961c139909e90_1,3.356619878751728e+38
16a1861630d55aee56bca64f31b961c139909e90_2,6.62495092230643e+33
16a1861630d55aee56bca64f31b961c139909e90_3,4.3564350303948786e+23
00e64a7bee4968e17725cc50d97661a599d04f67_1,7.155474193170835e+38
00e64a7bee4968e17725cc50d97661a599d04f67_2,2.062303658814044e+32
00e64a7bee4968e17725cc50d97661a599d04f67_3,2.1436800232646857e+22
285b27d82b2ad7188d70217e690a9df5b6d52eeb_1,1.4606519125089945e+49
285b27d82b2ad7188d70217e690a9df5b6d52eeb_2,1.608684017084727e+48
285b27d82b2ad7188d70217e690a9df5b6d52eeb_3,1.1311064866647583e+29
a4a8720f53898eee3416bf0c9ff4b71ea7f861c6_1,8.863003713296299e+205
a4a8720f53898eee3416bf0c9ff4b71ea7f861c6_2,2.3353118501233485e+83
a4a8720f53898eee3416bf0c9ff4b71ea7f861c6_3,5.431814919858255e+44
9d9537d78bd62d6c52f2393603156dad6df95310_1,4.685993494811335e+284
9d9537d78bd62d6c52f2393603156dad6df95310_2,1.2080250694793673e+160
9d9537d78bd62d6c52f2393603156dad6df95310_3,7.71538275686019e+121
ceef0249ce5dca8d44da91e4867afdc7dea5d7c6_1,9.499699293091387e+38
ceef0249ce5dca8d44da91e4867afdc7dea5d7c6_2,1.1823075278787735e+36
ceef0249ce5dca8d44da91e4867afdc7dea5d7c6_3,4.3626437763957806e+26
247a0eed22068ac24f6a88204d05595f329b9684_1,inf
247a0eed22068ac24f6a88204d05595f329b9684_2,inf
247a0eed22068ac24f6a88204d05595f329b9684_3,inf
787ee9b702f56fcd2d0650d8422d95a88abaca69_1,2.801996738413494e+73
787ee9b702f56fcd2d0650d8422d95a88abaca69_2,4.179366167102508e+55
787ee9b702f56fcd2d0650d8422d95a88abaca69_3,7.65182720248874e+27
cc07b0da3999a4e9e1eb469c1194b957fdbaf2e7_1,1.269559967956102e+105
cc07b0da3999a4e9e1eb469c1194b957fdbaf2e7_2,3.520090918227018e+65
cc07b0da3999a4e9e1eb469c1194b957fdbaf2e7_3,7.825706221262063e+37
13ca02ec285a2ebb1041b494086783e1de2f3087_1,5.0628706217495306e+48
13ca02ec285a2ebb1041b494086783e1de2f3087_2,1.8705764363720175e+39
13ca02ec285a2ebb1041b494086783e1de2f3087_3,3.1646209128248106e+25
a946b404a2352531ed84577e34043828fd471cbb_1,6.05193475996171e+101
a946b404a2352531ed84577e34043828fd471cbb_2,1.2334992327925715e+69
a946b404a2352531ed84577e34043828fd471cbb_3,2.5371824080191065e+43
0f6a99207a5ad232da1bcaa2a85db5c3c7fea767_1,3.1126176987304775e+224
0f6a99207a5ad232da1bcaa2a85db5c3c7fea767_2,7.829341106775075e+114
0f6a99207a5ad232da1bcaa2a85db5c3c7fea767_3,4.3772474308753375e+86
024c92208bd88341dadfb14cf101cd2b3d36f269_1,5.215159263683039e+65
024c92208bd88341dadfb14cf101cd2b3d36f269_2,3.735205536146377e+51
024c92208bd88341dadfb14cf101cd2b3d36f269_3,1.4451176567906164e+32
62bd5627afc89992e6e9cecc773d00001c14f05d_1,2.9539669719427163e+73
62bd5627afc89992e6e9cecc773d00001c14f05d_2,2.3361897493689852e+52
62bd5627afc89992e6e9cecc773d00001c14f05d_3,1.7620623118228154e+30
8bd5953151ee65766cb8d958e3a444407d22e987_1,1.4235954019298285e+40
8bd5953151ee65766cb8d958e3a444407d22e987_2,1.1505144392003008e+33
8bd5953151ee65766cb8d958e3a444407d22e987_3,4.361478241067949e+18
505119fc07f20e4f2d2de76c21b283a6a5166b3f_1,1.9330135041114096e+39
505119fc07f20e4f2d2de76c21b283a6a5166b3f_2,1.2737048989703746e+30
505119fc07f20e4f2d2de76c21b283a6a5166b3f_3,2.1163222412705674e+17
17356de42ee7e4406dd09910cb1f74dd6d5048de_1,3.526533846317518e+76
17356de42ee7e4406dd09910cb1f74dd6d5048de_2,9.607797826534187e+49
17356de42ee7e4406dd09910cb1f74dd6d5048de_3,2.183102558261146e+30
317b0f5f1fc01811ace58de1cbb702bde571d7a1_1,1.0085270088962574e+97
317b0f5f1fc01811ace58de1cbb702bde571d7a1_2,4.169623990344419e+69
317b0f5f1fc01811ace58de1cbb702bde571d7a1_3,1.709547334436165e+87
aa7f3536c244f42f3b255b62bfe18ec6866fea91_1,3.0253846818603204e+91
aa7f3536c244f42f3b255b62bfe18ec6866fea91_2,1.362944521663437e+64
aa7f3536c244f42f3b255b62bfe18ec6866fea91_3,1.3240812418728414e+45
9869c3edb7c95a0b37935369b2979a72ce83615d_1,2.7548257008585754e+42
9869c3edb7c95a0b37935369b2979a72ce83615d_2,1.908929412907284e+45
9869c3edb7c95a0b37935369b2979a72ce83615d_3,1.765490270797985e+41
017a12ae6a1e90fbeff0d8d25e8fef50cfd040bc_1,1.1814617997574729e+91
017a12ae6a1e90fbeff0d8d25e8fef50cfd040bc_2,4.809075489545898e+61
017a12ae6a1e90fbeff0d8d25e8fef50cfd040bc_3,9.989916047421062e+37
981f9f517182cfca68f959d6ba7291a6ed5a34d8_1,2.0712382052237425e+63
981f9f517182cfca68f959d6ba7291a6ed5a34d8_2,3.837081598921214e+67
981f9f517182cfca68f959d6ba7291a6ed5a34d8_3,1.3678670871104635e+50
419cc3499c422356ba4c29cb4222749768f75417_1,1.5806277164244443e+38
419cc3499c422356ba4c29cb4222749768f75417_2,7.858744814087794e+27
419cc3499c422356ba4c29cb4222749768f75417_3,3.6361186013295795e+18
67072a6505e921533205f6ee43d52827d119f491_1,6.638716487832301e+69
67072a6505e921533205f6ee43d52827d119f491_2,1.799436274354638e+65
67072a6505e921533205f6ee43d52827d119f491_3,6.765123895760735e+43
ea6971aa35b5900c203c9e5927d4b63d387c9f15_1,2.20734018591517e+41
ea6971aa35b5900c203c9e5927d4b63d387c9f15_2,4.4308100287882834e+36
ea6971aa35b5900c203c9e5927d4b63d387c9f15_3,1.263364501158882e+23
258a117eaef67e531e45211cdeac8ae916702245_1,2.748136439288477e+46
258a117eaef67e531e45211cdeac8ae916702245_2,8.28175310222223e+32
258a117eaef67e531e45211cdeac8ae916702245_3,5.1584109401035014e+17
2e6e51f0ed112a8cf689698e6de8ea1b8d70e68d_1,inf
2e6e51f0ed112a8cf689698e6de8ea1b8d70e68d_2,2.6522359246312344e+256
2e6e51f0ed112a8cf689698e6de8ea1b8d70e68d_3,1.769494993530252e+226
f6e35e88013f91ecac1f1e6122c854bf282e9412_1,1.3464275193013228e+43
f6e35e88013f91ecac1f1e6122c854bf282e9412_2,6.951877527680325e+41
f6e35e88013f91ecac1f1e6122c854bf282e9412_3,9.175044271373615e+30
e6eea28eee0bc8fcafa40d6ea7066ccd86f54fbe_1,8.101115164214838e+165
e6eea28eee0bc8fcafa40d6ea7066ccd86f54fbe_2,1.0970081399248332e+74
e6eea28eee0bc8fcafa40d6ea7066ccd86f54fbe_3,5.730948937919304e+35
153ceb90afe5c1f0bf0625921aff6982fb8f5831_1,2.0411425024282556e+44
153ceb90afe5c1f0bf0625921aff6982fb8f5831_2,9.523647354806396e+37
153ceb90afe5c1f0bf0625921aff6982fb8f5831_3,2.297553155679186e+23
efda6763e666dc69c6c0f91d2cc16a09112baddc_1,1.62291634040835e+73
efda6763e666dc69c6c0f91d2cc16a09112baddc_2,1.6781271855146876e+62
efda6763e666dc69c6c0f91d2cc16a09112baddc_3,2.9947615190490994e+49
4a3abbd93bb8b6cc4d91e70fbbe5146c5aca7b9c_1,6.269341670314597e+38
4a3abbd93bb8b6cc4d91e70fbbe5146c5aca7b9c_2,1.2200407189058768e+24
4a3abbd93bb8b6cc4d91e70fbbe5146c5aca7b9c_3,1.6305507418081306e+17
4f4bb007cd42b7459f559768fb522a3e6e58d527_1,3.367960808187021e+37
4f4bb007cd42b7459f559768fb522a3e6e58d527_2,9.531049725675946e+30
4f4bb007cd42b7459f559768fb522a3e6e58d527_3,1.1299443895176371e+23
ac54b429e8b47bca31c3890b2041a49e39616d52_1,3.4052647716875698e+41
ac54b429e8b47bca31c3890b2041a49e39616d52_2,1.2212487182364122e+38
ac54b429e8b47bca31c3890b2041a49e39616d52_3,2.477082552703361e+25
03bbfd19dadf01167940b16ff8de32bfb303eda1_1,2.1957714918689856e+64
03bbfd19dadf01167940b16ff8de32bfb303eda1_2,5.945071884477507e+55
03bbfd19dadf01167940b16ff8de32bfb303eda1_3,8.832423046703374e+63
9e1aeb338987d94fa42a68fd0193918a86f3ed9f_1,2.07748009552961e+38
9e1aeb338987d94fa42a68fd0193918a86f3ed9f_2,8.025071703330564e+31
9e1aeb338987d94fa42a68fd0193918a86f3ed9f_3,1.2674479592913316e+19
3f1968e7ab9498421a1b0d709f64d0300faa1ee1_1,7.640227966086427e+38
3f1968e7ab9498421a1b0d709f64d0300faa1ee1_2,3.98260677126185e+30
3f1968e7ab9498421a1b0d709f64d0300faa1ee1_3,2.7123848031098373e+18
540e571038fab43b19e36ee7926049fd2e946f33_1,3.252744365102314e+69
540e571038fab43b19e36ee7926049fd2e946f33_2,4.323370510045209e+79
540e571038fab43b19e36ee7926049fd2e946f33_3,8.021411224958329e+63
9bf6f7eb3ece8a3b38f98b25ed510811bd20ec13_1,1.1788600277945715e+48
9bf6f7eb3ece8a3b38f98b25ed510811bd20ec13_2,4.945524847631328e+37
9bf6f7eb3ece8a3b38f98b25ed510811bd20ec13_3,1.1673566076816863e+25
fe6ad111dbfcd88e057fb4eac74b1cf6510348c9_1,1.1266045830831534e+40
fe6ad111dbfcd88e057fb4eac74b1cf6510348c9_2,3.2787245613384624e+34
fe6ad111dbfcd88e057fb4eac74b1cf6510348c9_3,7.04999383503586e+21
9826f322eb95a8393dcc57167e957dba818c1fd4_1,2.4682571064471306e+44
9826f322eb95a8393dcc57167e957dba818c1fd4_2,1.8513219903099505e+40
9826f322eb95a8393dcc57167e957dba818c1fd4_3,5.368971348319526e+25
a3a4db47245f6fb0963b3b419e2334604b9ef687_1,inf
a3a4db47245f6fb0963b3b419e2334604b9ef687_2,inf
a3a4db47245f6fb0963b3b419e2334604b9ef687_3,inf
6a14cdc7e1f1bae7d4e3421ca48ac869e1ecbc33_1,4.16535695419548e+60
6a14cdc7e1f1bae7d4e3421ca48ac869e1ecbc33_2,5.683696333413004e+51
6a14cdc7e1f1bae7d4e3421ca48ac869e1ecbc33_3,1.9762737471944487e+40
bb6a46f64133f4a8207e0db6db774cb21afa843c_1,1.174910519958761e+45
bb6a46f64133f4a8207e0db6db774cb21afa843c_2,6.286204938024484e+40
bb6a46f64133f4a8207e0db6db774cb21afa843c_3,3.412831017837263e+23
cd09d262b5b457380850767eca86d7107f79fe54_1,5.003802505767452e+207
cd09d262b5b457380850767eca86d7107f79fe54_2,4.26825139567477e+126
cd09d262b5b457380850767eca86d7107f79fe54_3,1.3265322202304049e+147
20b23156ef2e35403a35ae6fb506398b7ac4f268_1,8.672344465074153e+77
20b23156ef2e35403a35ae6fb506398b7ac4f268_2,5.609267975856677e+73
20b23156ef2e35403a35ae6fb506398b7ac4f268_3,2.4571367143716024e+72
990cf70767db96b61970acf14293f1384e80ec56_1,1.4644415643300191e+69
990cf70767db96b61970acf14293f1384e80ec56_2,1.889849874407244e+46
990cf70767db96b61970acf14293f1384e80ec56_3,1.417414727178747e+31
cc518e57a30730f5ba211c629dc8b40168080703_1,1.4857755370699398e+110
cc518e57a30730f5ba211c629dc8b40168080703_2,2.0564108509004326e+65
cc518e57a30730f5ba211c629dc8b40168080703_3,1.6165961473812418e+40
d578c5f8d6e16676e028034c6fe628ef3cc56b00_1,2.7095241648016805e+41
d578c5f8d6e16676e028034c6fe628ef3cc56b00_2,8.556350865386306e+33
d578c5f8d6e16676e028034c6fe628ef3cc56b00_3,1.0277016937704024e+24
c19199feb2b49bf8ad0f7907e68b1cc79ef6571a_1,1.991704012266567e+54
c19199feb2b49bf8ad0f7907e68b1cc79ef6571a_2,1.4863862823921441e+37
c19199feb2b49bf8ad0f7907e68b1cc79ef6571a_3,8.337274211555305e+19
700b9842ef3ff100d9978fe90b86b1449ee5fbad_1,3.659836129723876e+35
700b9842ef3ff100d9978fe90b86b1449ee5fbad_2,9.225542894755175e+19
700b9842ef3ff100d9978fe90b86b1449ee5fbad_3,588837332314.0239
90115e5713788dd15107f27331f2c81f747ce0ca_1,inf
90115e5713788dd15107f27331f2c81f747ce0ca_2,1.0941387849505327e+257
90115e5713788dd15107f27331f2c81f747ce0ca_3,1.6189893750482328e+188
3e63c61b3b16b7847813a5c0d793502b7297a220_1,7.440278441480134e+202
3e63c61b3b16b7847813a5c0d793502b7297a220_2,3.317695779384494e+116
3e63c61b3b16b7847813a5c0d793502b7297a220_3,1.5377320985065165e+76
cae5f51ad36440eeb6634f9ed01f297b44b1dd3c_1,1.3915831543779989e+143
cae5f51ad36440eeb6634f9ed01f297b44b1dd3c_2,2.843066524616101e+102
cae5f51ad36440eeb6634f9ed01f297b44b1dd3c_3,3.7172513539251305e+68
724926f0e13b443124ce48133053f3345c7edb40_1,1.4293495511042178e+57
724926f0e13b443124ce48133053f3345c7edb40_2,1.9585667724680698e+50
724926f0e13b443124ce48133053f3345c7edb40_3,4.939608123150517e+43
b491b5a0899c5552e378cb12f21cd091f3c3f228_1,4.376067669853802e+208
b491b5a0899c5552e378cb12f21cd091f3c3f228_2,8.795859646418577e+180
b491b5a0899c5552e378cb12f21cd091f3c3f228_3,4.0118631304970615e+105
21575dbb8537508079cf3537d70daa56eef1fae3_1,4.799265143550179e+233
21575dbb8537508079cf3537d70daa56eef1fae3_2,1.273657967970238e+212
21575dbb8537508079cf3537d70daa56eef1fae3_3,1.0643796875141684e+179
c172083416eda6347c2bd470f2332c6a92b19f1c_1,6.72637715583523e+64
c172083416eda6347c2bd470f2332c6a92b19f1c_2,1.0319797858443562e+51
c172083416eda6347c2bd470f2332c6a92b19f1c_3,8.641596293899991e+35
fedbffc315151e2deaf1cf02793156e633be56d4_1,7.5178765706286e+38
fedbffc315151e2deaf1cf02793156e633be56d4_2,8.433984679251533e+36
fedbffc315151e2deaf1cf02793156e633be56d4_3,5.744156326110132e+25
5b74f5e7e61facc46f5cd9b9d24548424d3c339a_1,9.1947783191568e+132
5b74f5e7e61facc46f5cd9b9d24548424d3c339a_2,1.7786249391229435e+98
5b74f5e7e61facc46f5cd9b9d24548424d3c339a_3,1.0185150651659398e+67
85ec248fc0bcf9690fc762a91ee3a5f2599488a7_1,1.3846793572378885e+50
85ec248fc0bcf9690fc762a91ee3a5f2599488a7_2,5.261305364972769e+37
85ec248fc0bcf9690fc762a91ee3a5f2599488a7_3,7.292346199888232e+20
7c47d286c70736c5f32206f90138f316b5c188cf_1,1.548405584330255e+40
7c47d286c70736c5f32206f90138f316b5c188cf_2,8.850815538140087e+29
7c47d286c70736c5f32206f90138f316b5c188cf_3,6.373549948599101e+18
70e593948abf1578476840e0b568d761576c7d0a_1,2.699660797432337e+130
70e593948abf1578476840e0b568d761576c7d0a_2,8.492495791346589e+45
70e593948abf1578476840e0b568d761576c7d0a_3,5.621407654667481e+16
713081eb1412b546bd9e93d4a6cc6b4352ccf5d0_1,1.2149689518205198e+54
713081eb1412b546bd9e93d4a6cc6b4352ccf5d0_2,5.243474672074046e+46
713081eb1412b546bd9e93d4a6cc6b4352ccf5d0_3,8.933943724380305e+32
90dfd6bdd03b2e1259efc62c7094b35768d8cee4_1,1.6254339337499323e+51
90dfd6bdd03b2e1259efc62c7094b35768d8cee4_2,2.1187435570097192e+40
90dfd6bdd03b2e1259efc62c7094b35768d8cee4_3,9.139193225577577e+21
23f1cb46f5d1568d8f1194bffa069b837fc9a330_1,9.05638212225607e+80
23f1cb46f5d1568d8f1194bffa069b837fc9a330_2,3.5090286077274534e+66
23f1cb46f5d1568d8f1194bffa069b837fc9a330_3,1.731422182863811e+55
a27698945c71f132d0b6ac229baeacc182a15812_1,1.7642739388866274e+48
a27698945c71f132d0b6ac229baeacc182a15812_2,3.58766170962739e+35
a27698945c71f132d0b6ac229baeacc182a15812_3,4.021800477830599e+23
f83b06c181e2b2292f11eeb767b239ebf8f24af2_1,4.405387565818157e+72
f83b06c181e2b2292f11eeb767b239ebf8f24af2_2,6.494894847877222e+52
f83b06c181e2b2292f11eeb767b239ebf8f24af2_3,6.21524532839895e+33
3be602e52622db1315ab8951a664d630e7808870_1,8.802969221178714e+51
3be602e52622db1315ab8951a664d630e7808870_2,2.457128413014906e+46
3be602e52622db1315ab8951a664d630e7808870_3,1.5174663002334145e+33
e340b3c9a5c707d268c30fb3ed830167c0d69d5b_1,3.774125167769007e+118
